id,name,type,form,multiple_link,db_column,alert,alert_type,method,condition,category,calculation,calculation_group,disregard,classification_casedef,source,source_link,alert_desc,case_def,risk_factors,symptoms,labs_diagnostics,,,,,,
cmd_40,Non-meningicoccal meningitis,case,demo_case,,icd_code,1,individual,match,"G00.1,G00.2,G00.3,G00.8,G00.9,G01,G02,G02.0,G02.1,G02.8,G03,G03.0,G03.1,G03.2,G03.8,G03.9","cd_tab,Inflammatory diseases of the central nervous system",,tab,,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,1 case,"Clinical Description  
An acute bacterial disease, characterized by sudden onset of fever (>38.0 degrees Celsius axillary or >38.5 degrees Celsius rectal) AND ONE of the following signs: neck stiffness; altered consciousness; petechial or purpural rash, or other meningeal signs. In children <1 year, meningitis is suspected when fever is accompanied by a bulging fontanelle.

Probable case  
A clinically compatible illness with Gram-negative diplococci identified in any sterile fluids such as CSF.

Confirmed case 
 A clinically compatible case that is laboratory confirmed ","Close and prolonged contact with individual suspected of having meningitis, High rates of acute respiratory infection (ARI), Overcrowding conditions, Other","Sudden onset of intense headache, Suddepn onset of fever, Sudden onset of nausea, Sudden onset of vomiting, Sudden onset of photophobia, Sudden onset of stiff neck, Lethargy, Delirium, Coma, Purpura, Shock symptoms, Other",Conduct lumbar puncture of first 25 cases during an epidemic to confirm diagnosis and serogroup,,,,,,
ncd_1,Diabetes mellitus,case,demo_case,,icd_code,,,match,"E10,E10.0,E10.1,E10.2,E10.3,E10.4,E10.5,E10.6,E10.7,E10.8,E10.9,E11,E11.0,E11.1,E11.2,E11.3,E11.4,E11.5,E11.6,E11.7,E11.8,E11.9,E12,E12.0,E12.1,E12.2,E12.3,E12.4,E12.5,E12.6,E12.7,E12.8,E12.9,E13,E13.0,E13.1,E13.2,E13.3,E13.4,E13.5,E13.6,E13.7,E13.8,E13.9,E14,E14.0,E14.1,E14.2,E14.3,E14.4,E14.5,E14.6,E14.7,E14.8,E14.9","ncd_tab,Diabetes mellitus",,tab,,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,"Clinical Description
Any person with a suspected metabolic disorder that may impact insulin secretion, insulin use or a combination of both with risk factors such as overweight/obese, family history of diabetes, high blood pressure and/or physical inactivity.","Overweight (BMI 25-29.9), obese (BMI 30+), physical inactivity, family history of diabetes type 2, high blood pressure (over 140/90 mmHg), HDL cholesterol levels below 35 mg/dl, Family history of diabetes type 1, viral exposure (Epstein-Barr, coxsackievirus, mumps, cytomegalovirus), age (more common among children and adolescents)","Increased urinary frequency, thirst, hunger, unexplained weight loss, numbness in extremities, pain in feet, fatigue, blurred vision, recurrent or severe infections, loss of consciousness, severe nausea/vomiting, coma",Fasting plasma glucose (FPG) lab test and 2-h plasma glucose lab test,,,,,,
ncd_2,Hypertension,case,demo_case,,icd_code,,,match,"I10,I11,I11.0,I11.9,I12,I12.0,I12.9,I13,I13.0,I13.1,I13.2,I13.9,I15,I15.0,I15.1,I15.2,I15.8,I15.9","ncd_tab,Hypertensive diseases",,tab,,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,"Clinical Description
Any person, usually 18 years or older, with systolic and/or diastolic blood pressure measurement higher than 139/89 mmHg on at least 2 consecutive visits and taking into consideration obesity, physical inactivity, family history of cardiovascular disease and age risk factors.","Overweight (BMI 25-29.9), obese (BMI 30+), physical inactivity, smoking/tobacco use, family history of cardiovascular disease, age (male over 55 years, female over 65 years), diabetes diagnosis","Blurred vision, Headache, Shortness of breath, Nose bleeds","Measure blood pressure with a validated, maintained and regularly recalibrated blood pressure machine and appropriate cuff size",,,,,,
ncd_3,"Bronchitis, not specified as acute or chronic",case,demo_case,,icd_code,,,match,"J40,J41,J41.0,J41.1,J41.8,J42,J43,J43.0,J43.1,J43.2,J43.8,J43.9,J44,J44.0,J44.1,J44.8,J44.9","ncd_tab,Chronic lower respiratory diseases",,tab,,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,"Clinical Description
Any person with a lung-related condition that cause limited and irreversible respiratory airflow, cough, dyspnea and sometimes sputum development on most days of the week AND presence of symptoms for at least 3 months in the previous 2 successive years.","Exposure to noxious agents including air pollution, occupational agents and cigarette smoke/other smoking. ","Cough, difficulty breathing, tight chest, wheezing, history of heavy smoking, symptoms started in middle age or later, symptoms worsened slowly over time, history of exposure to indoor pollution/occupational agents",Post-bronchodilator forced expiratory volume in one second (FEV1) and its ratio to the forced vital capacity (FVC),,,,,,
ncd_4,Asthma,case,demo_case,,icd_code,,,match,"J45,J45.0,J45.1,J45.8,J45.9,J46","ncd_tab,Chronic lower respiratory diseases",,tab,,Suspected,International Classification of Disease (ICD-10),http://apps.who.int/classifications/icd10/browse/2015/en,None,"Clinical Description
Any person with a chronic inflammatory disorder of the airways characterized by recurrent attacks of breathlessness and wheezing, which can vary in severity for each person. ","Smoking/tobacco use, Family history of Asthma, Exposure to allergens, Occupational exposure e.g. chemicals, Environmental exposure e.g. smoking, air pollution","Cough, difficulty breathing, tight chest, wheezing, symptoms triggered by respiratory infection/exercise/weather changes/stress, symptoms worse at night or in the morning, symptoms since childhood or early adulthood, history of hayfever/eczema",FEV/spirometry,,,,,,
mhg_1,Moderate To Severe Depression,case,demo_case,,icd_code,,,match,F32,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Depressed mood, Loss of interest or pleasure in activities that are normally pleasurable, Decreased energy or easily fatigued, None of the above, Reduced concentration and attention, Reduced self-esteem and self-confidence, Ideas of guilt and unworthiness, Bleak and pessimistic view of the future, Ideas or acts of self-harm or suicide, Disturbed sleep, Diminished appetite","•  Psychoeducation
•  Address current psychosocial stressors
•  Reactivate social networks
•  Consider antidepressants
•  If available, consider interpersonal therapy, behavioural activation or cognitive behavioural therapy
•  If available, consider adjunct treatments: structured physical activity programme, relaxation training or problem-solving treatment
•  DO NOT manage the complaint with injections or other ineffective treatments (e.g. vitamins).
•  Offer regular follow-up",,,,,,
mhg_2,Acute Psychosis,case,demo_case,,icd_code,,,match,F23,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Incoherent or irrelevant speech, Delusions (a false firmly held belief or suspicion), Hallucinations (hearing voices or seeing things that are not there), Withdrawal, agitation, disorganized behaviour, Beliefs that thoughts are being inserted or broadcast from one's mind, Social withdrawal and neglect of usual responsibilities","•  Provide education to the person and carers about psychosis and its treatment
•  Begin antipsychotic medication
•  If available, provide psychological and social interventions, such as family therapy or social skills therapy
•  Facilitate rehabilitation
•  Provide regular follow-up
•  Maintain realistic hope and optimism

DO NOT prescribe anticholinergic medication routinely to prevent antipsychotic side-effects",,,,,,
mhg_3,Chronic Psychosis,case,demo_case,,icd_code,,,match,F28,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Incoherent or irrelevant speech, Delusions (a false firmly held belief or suspicion), Hallucinations (hearing voices or seeing things that are not there), Withdrawal, agitation, disorganized behaviour, Beliefs that thoughts are being inserted or broadcast from one's mind, Social withdrawal and neglect of usual responsibilities","•  Provide education to the person and carers

IF THE PERSON IS NOT ON ANY TREATMENT, START TREATMENT AS FOR ACUTE PSYCHOTIC EPISODE

•  Review and ensure treatment adherence
•  If the person is not responding adequately, consider increasing current medication or changing it.
•  If available, provide psychological and social interventions such as family therapy or social skills therapy. Consider adding a psychosocial intervention not offered earlier, e.g. cognitive behavioural therapy if available
•  Provide regular follow-up
•  Maintain realistic hope and optimism
•  Facilitate rehabilitation",,,,,,
mhg_4,Mania,case,demo_case,,icd_code,,,match,F30,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  Begin treatment of acute mania with lithium, valproate, carbamazepine or with antipsychotics
•  Consider a short-term benzodiazepine (such as diazepam) for behavioural disturbance or agitation
•  Discontinue any antidepressants
•  Advise the person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Provide regular follow-up",,,,,,
mhg_5,Bipolar Depression,case,demo_case,,icd_code,,,match,F31.9,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  Begin treatment with a mood-stabilizer
•  Consider antidepressant combined with mood stabilizer for moderate / severe depression
•  Inform the person about the risk of switching to mania before starting antidepressant medication
•  Advise the person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Reactivate social networks
•  If available, consider psychological interventions
•  Pursue rehabilitation, including appropriate economic and educational activities, using formal and informal systems
•  Provide regular follow-up",,,,,,
mhg_6,Bipolar Depression Between Episodes,case,demo_case,,icd_code,,,match,F31.7,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Elevated, expansive or irritable mood, Increased activity, restlessness, excitement, Increased talkativeness, Loss of normal social inhibitions, Decreased need for sleep, Inflated self-esteem, Distractibility, Elevated sexual energy or sexual indiscretion, None of the above, Loss of or impaired consciousness","•  If the person is not on a mood stabilizer then begin one
•  Advise person to modify lifestyle; provide information about bipolar disorder and its treatment
•  Reactivate social networks
•  Pursue rehabilitation, including appropriate economic and educational activities, using formal and informal systems
•  Provide regular follow-up; monitor side-effects and adherence",,,,,,
mhg_7,Non-Convulsive Seizures Or Other Medical Condition,case,demo_case,,icd_code,,,match,G40.3,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  In case of recurrent episodes, CONSULT A SPECIALIST
•  Follow up after 3 months",,,,,,
mhg_8,Acute Aetiology,case,demo_case,,icd_code,,,match,G40.9,mhgap,,mhgap,,Suspected,mhGAP Guidelines,http://www.paho.org/mhgap/en/,None,mhGAP Guidelines,,"Stiffness, rigidity lasting longer than 1 - 2 minute, Convulsive movements lasting longer than 1 - 2 minute, Tongue bite or self-injury, Incontinence of urine and / or faeces, After the abnormal movement: any fatigue, sleepiness, headache or muscles aches, Focal - starts in one part of the body, Prolonged - more than 15 minutes, Repetitive - more than 1 episode during the current illness","•  Treat the medical condition
•  Antiepileptic maintenance treatment is not required
•  Follow up after 3 months to assess if the person has epilepsy",,,,,,
